codigo_subclasse,descricao,codigo_classe,codigo_grupo,codigo_divisao,secao,versao_cnae
4781-4/00,Comércio varejista de artigos do vestuário e acessórios,47.81-4,47.8,47,G,2.3
4782-2/01,Comércio varejista de calçados,47.82-2,47.8,47,G,2.3
4782-2/02,Comércio varejista de artigos de viagem,47.82-2,47.8,47,G,2.3
4783-1/01,Comércio varejista de artigos de joalheria,47.83-1,47.8,47,G,2.3
4783-1/02,Comércio varejista de artigos de relojoaria,47.83-1,47.8,47,G,2.3
4784-9/00,Comércio varejista de gás liqüefeito de petróleo (GLP),47.84-9,47.8,47,G,2.3
4785-7/01,Comércio varejista de antiguidades,47.85-7,47.8,47,G,2.3
4785-7/99,Comércio varejista de outros artigos usados,47.85-7,47.8,47,G,2.3
4789-0/01,"Comércio varejista de suvenires, bijuterias e artesanatos",47.89-0,47.8,47,G,2.3
4789-0/02,Comércio varejista de plantas e flores naturais,47.89-0,47.8,47,G,2.3
4789-0/03,Comércio varejista de objetos de arte,47.89-0,47.8,47,G,2.3
4789-0/04,Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação,47.89-0,47.8,47,G,2.3
4789-0/05,Comércio varejista de produtos saneantes domissanitários,47.89-0,47.8,47,G,2.3
4789-0/06,Comércio varejista de fogos de artifício e artigos pirotécnicos,47.89-0,47.8,47,G,2.3
4789-0/07,Comércio varejista de equipamentos para escritório,47.89-0,47.8,47,G,2.3
4789-0/08,Comércio varejista de artigos fotográficos e para filmagem,47.89-0,47.8,47,G,2.3
4789-0/09,Comércio varejista de armas e munições,47.89-0,47.8,47,G,2.3
4789-0/99,Comércio varejista de outros produtos não especificados anteriormente,47.89-0,47.8,47,G,2.3
4911-6/00,Transporte ferroviário de carga,49.11-6,49.1,49,H,2.3
4912-4/01,Transporte ferroviário de passageiros intermunicipal e interestadual,49.12-4,49.1,49,H,2.3
4912-4/02,Transporte ferroviário de passageiros municipal e em região metropolitana,49.12-4,49.1,49,H,2.3
4912-4/03,Transporte metroviário,49.12-4,49.1,49,H,2.3
4921-3/01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal",49.21-3,49.2,49,H,2.3
4921-3/02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana",49.21-3,49.2,49,H,2.3
4922-1/01,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana",49.22-1,49.2,49,H,2.3
4922-1/02,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual",49.22-1,49.2,49,H,2.3
4922-1/03,"Transporte rodoviário coletivo de passageiros, com itinerário fixo, internacional",49.22-1,49.2,49,H,2.3
4923-0/01,Serviço de táxi,49.23-0,49.2,49,H,2.3
4923-0/02,Serviço de transporte de passageiros - locação de automóveis com motorista,49.23-0,49.2,49,H,2.3
4924-8/00,Transporte escolar,49.24-8,49.2,49,H,2.3
4929-9/01,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal",49.29-9,49.2,49,H,2.3
4929-9/02,"Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional",49.29-9,49.2,49,H,2.3
4929-9/03,"Organização de excursões em veículos rodoviários próprios, municipal",49.29-9,49.2,49,H,2.3
4929-9/04,"Organização de excursões em veículos rodoviários próprios, intermunicipal, interestadual e internacional",49.29-9,49.2,49,H,2.3
4929-9/99,Outros transportes rodoviários de passageiros não especificados anteriormente,49.29-9,49.2,49,H,2.3
4930-2/01,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",49.30-2,49.3,49,H,2.3
4930-2/02,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",49.30-2,49.3,49,H,2.3
4930-2/03,Transporte rodoviário de produtos perigosos,49.30-2,49.3,49,H,2.3
4930-2/04,Transporte rodoviário de mudanças,49.30-2,49.3,49,H,2.3
4940-0/00,Transporte dutoviário,49.40-0,49.4,49,H,2.3
4950-7/00,"Trens turísticos, teleféricos e similares",49.50-7,49.5,49,H,2.3
5011-4/01,Transporte marítimo de cabotagem - Carga,50.11-4,50.1,50,H,2.3
5011-4/02,Transporte marítimo de cabotagem - Passageiros,50.11-4,50.1,50,H,2.3
5012-2/01,Transporte marítimo de longo curso - Carga,50.12-2,50.1,50,H,2.3
5012-2/02,Transporte marítimo de longo curso - Passageiros,50.12-2,50.1,50,H,2.3
5021-1/01,"Transporte por navegação interior de carga, municipal, exceto travessia",50.21-1,50.2,50,H,2.3
5021-1/02,"Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia",50.21-1,50.2,50,H,2.3
5022-0/01,"Transporte por navegação interior de passageiros em linhas regulares, municipal, exceto travessia",50.22-0,50.2,50,H,2.3
5022-0/02,"Transporte por navegação interior de passageiros em linhas regulares, intermunicipal, interestadual e internacional, exceto travessia",50.22-0,50.2,50,H,2.3
5030-1/01,Navegação de apoio marítimo,50.30-1,50.3,50,H,2.3
5030-1/02,Navegação de apoio portuário,50.30-1,50.3,50,H,2.3
5030-1/03,Serviço de rebocadores e empurradores,50.30-1,50.3,50,H,2.3
5091-2/01,"Transporte por navegação de travessia, municipal",50.91-2,50.9,50,H,2.3
5091-2/02,"Transporte por navegação de travessia, intermunicipal, interestadual e internacional",50.91-2,50.9,50,H,2.3
5099-8/01,Transporte aquaviário para passeios turísticos,50.99-8,50.9,50,H,2.3
5099-8/99,Outros transportes aquaviários não especificados anteriormente,50.99-8,50.9,50,H,2.3
5111-1/00,Transporte aéreo de passageiros regular,51.11-1,51.1,51,H,2.3
5112-9/01,Serviço de táxi aéreo e locação de aeronaves com tripulação,51.12-9,51.1,51,H,2.3
5112-9/99,Outros serviços de transporte aéreo de passageiros não regular,51.12-9,51.1,51,H,2.3
5120-0/00,Transporte aéreo de carga,51.20-0,51.2,51,H,2.3
5130-7/00,Transporte espacial,51.30-7,51.3,51,H,2.3
5211-7/01,Armazéns gerais - emissão de warrant,52.11-7,52.1,52,H,2.3
5211-7/02,Guarda-móveis,52.11-7,52.1,52,H,2.3
5211-7/99,"Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis",52.11-7,52.1,52,H,2.3
5212-5/00,Carga e descarga,52.12-5,52.1,52,H,2.3
5221-4/00,"Concessionárias de rodovias, pontes, túneis e serviços relacionados",52.21-4,52.2,52,H,2.3
5222-2/00,Terminais rodoviários e ferroviários,52.22-2,52.2,52,H,2.3
5223-1/00,Estacionamento de veículos,52.23-1,52.2,52,H,2.3
5229-0/01,"Serviços de apoio ao transporte por táxi, inclusive centrais de chamada",52.29-0,52.2,52,H,2.3
5229-0/02,Serviços de reboque de veículos,52.29-0,52.2,52,H,2.3
5229-0/99,Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente,52.29-0,52.2,52,H,2.3
5231-1/01,Administração da infraestrutura portuária,52.31-1,52.3,52,H,2.3
5231-1/02,Atividades do Operador Portuário,52.31-1,52.3,52,H,2.3
5231-1/03,Gestão de terminais aquaviários,52.31-1,52.3,52,H,2.3
5232-0/00,Atividades de agenciamento marítimo,52.32-0,52.3,52,H,2.3
5239-7/01,Serviços de praticagem,52.39-7,52.3,52,H,2.3
5239-7/99,Atividades auxiliares dos transportes aquaviários não especificadas anteriormente,52.39-7,52.3,52,H,2.3
5240-1/01,Operação dos aeroportos e campos de aterrissagem,52.40-1,52.4,52,H,2.3
5240-1/99,"Atividades auxiliares dos transportes aéreos, exceto operação dos aeroportos e campos de aterrissagem",52.40-1,52.4,52,H,2.3
5250-8/01,Comissaria de despachos,52.50-8,52.5,52,H,2.3
5250-8/02,Atividades de despachantes aduaneiros,52.50-8,52.5,52,H,2.3
5250-8/03,"Agenciamento de cargas, exceto para o transporte marítimo",52.50-8,52.5,52,H,2.3
5250-8/04,Organização logística do transporte de carga,52.50-8,52.5,52,H,2.3
5250-8/05,Operador de transporte multimodal - OTM,52.50-8,52.5,52,H,2.3
5310-5/01,Atividades do Correio Nacional,53.10-5,53.1,53,H,2.3
5310-5/02,Atividades de franqueadas e permissionárias do Correio Nacional,53.10-5,53.1,53,H,2.3
5320-2/01,Serviços de malote não realizados pelo Correio Nacional,53.20-2,53.2,53,H,2.3
5320-2/02,Serviços de entrega rápida,53.20-2,53.2,53,H,2.3
5510-8/01,Hotéis,55.10-8,55.1,55,I,2.3
5510-8/02,Apart-hotéis,55.10-8,55.1,55,I,2.3
5510-8/03,Motéis,55.10-8,55.1,55,I,2.3
5590-6/01,"Albergues, exceto assistenciais",55.90-6,55.9,55,I,2.3
5590-6/02,Campings,55.90-6,55.9,55,I,2.3
5590-6/03,Pensões (alojamento),55.90-6,55.9,55,I,2.3
5590-6/99,Outros alojamentos não especificados anteriormente,55.90-6,55.9,55,I,2.3
5611-2/01,Restaurantes e similares,56.11-2,56.1,56,I,2.3
5611-2/03,"Lanchonetes, casas de chá, de sucos e similares",56.11-2,56.1,56,I,2.3
5611-2/04,"Bares e outros estabelecimentos especializados em servir bebidas, sem entretenimento",56.11-2,56.1,56,I,2.3
5611-2/05,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento",56.11-2,56.1,56,I,2.3
5612-1/00,Serviços ambulantes de alimentação,56.12-1,56.1,56,I,2.3
5620-1/01,Fornecimento de alimentos preparados preponderantemente para empresas,56.20-1,56.2,56,I,2.3
5620-1/02,Serviços de alimentação para eventos e recepções - bufê,56.20-1,56.2,56,I,2.3
5620-1/03,Cantinas - serviços de alimentação privativos,56.20-1,56.2,56,I,2.3
5620-1/04,Fornecimento de alimentos preparados preponderantemente para consumo domiciliar,56.20-1,56.2,56,I,2.3
5811-5/00,Edição de livros,58.11-5,58.1,58,J,2.3
5812-3/01,Edição de jornais diários,58.12-3,58.1,58,J,2.3
5812-3/02,Edição de jornais não diários,58.12-3,58.1,58,J,2.3
5813-1/00,Edição de revistas,58.13-1,58.1,58,J,2.3
5819-1/00,"Edição de cadastros, listas e outros produtos gráficos",58.19-1,58.1,58,J,2.3
5821-2/00,Edição integrada à impressão de livros,58.21-2,58.2,58,J,2.3
5822-1/01,Edição integrada à impressão de jornais diários,58.22-1,58.2,58,J,2.3
5822-1/02,Edição integrada à impressão de jornais não diários,58.22-1,58.2,58,J,2.3
5823-9/00,Edição integrada à impressão de revistas,58.23-9,58.2,58,J,2.3
5829-8/00,"Edição integrada à impressão de cadastros, listas e outros produtos gráficos",58.29-8,58.2,58,J,2.3
5911-1/01,Estúdios cinematográficos,59.11-1,59.1,59,J,2.3
5911-1/02,Produção de filmes para publicidade,59.11-1,59.1,59,J,2.3
5911-1/99,"Atividades de produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",59.11-1,59.1,59,J,2.3
5912-0/01,Serviços de dublagem,59.12-0,59.1,59,J,2.3
5912-0/02,Serviços de mixagem sonora em produção audiovisual,59.12-0,59.1,59,J,2.3
5912-0/99,"Atividades de pós-produção cinematográfica, de vídeos e de programas de televisão não especificadas anteriormente",59.12-0,59.1,59,J,2.3
5913-8/00,"Distribuição cinematográfica, de vídeo e de programas de televisão",59.13-8,59.1,59,J,2.3
5914-6/00,Atividades de exibição cinematográfica,59.14-6,59.1,59,J,2.3
5920-1/00,Atividades de gravação de som e de edição de música,59.20-1,59.2,59,J,2.3
6010-1/00,Atividades de rádio,60.10-1,60.1,60,J,2.3
6021-7/00,Atividades de televisão aberta,60.21-7,60.2,60,J,2.3
6022-5/01,Programadoras,60.22-5,60.2,60,J,2.3
6022-5/02,"Atividades relacionadas à televisão por assinatura, exceto programadoras",60.22-5,60.2,60,J,2.3
6110-8/01,Serviços de telefonia fixa comutada - STFC,61.10-8,61.1,61,J,2.3
6110-8/02,Serviços de redes de transporte de telecomunicações - SRTT,61.10-8,61.1,61,J,2.3
6110-8/03,Serviços de comunicação multimídia - SCM,61.10-8,61.1,61,J,2.3
6110-8/99,Serviços de telecomunicações por fio não especificados anteriormente,61.10-8,61.1,61,J,2.3
6120-5/01,Telefonia móvel celular,61.20-5,61.2,61,J,2.3
6120-5/02,Serviço móvel especializado - SME,61.20-5,61.2,61,J,2.3
6120-5/99,Serviços de telecomunicações sem fio não especificados anteriormente,61.20-5,61.2,61,J,2.3
6130-2/00,Telecomunicações por satélite,61.30-2,61.3,61,J,2.3
6141-8/00,Operadoras de televisão por assinatura por cabo,61.41-8,61.4,61,J,2.3
6142-6/00,Operadoras de televisão por assinatura por micro-ondas,61.42-6,61.4,61,J,2.3
6143-4/00,Operadoras de televisão por assinatura por satélite,61.43-4,61.4,61,J,2.3
6190-6/01,Provedores de acesso às redes de comunicações,61.90-6,61.9,61,J,2.3
6190-6/02,Provedores de voz sobre protocolo Internet - VOIP,61.90-6,61.9,61,J,2.3
6190-6/99,Outras atividades de telecomunicações não especificadas anteriormente,61.90-6,61.9,61,J,2.3
6201-5/01,Desenvolvimento de programas de computador sob encomenda,62.01-5,62.0,62,J,2.3
6201-5/02,Web desing,62.01-5,62.0,62,J,2.3
6202-3/00,Desenvolvimento e licenciamento de programas de computador customizáveis,62.02-3,62.0,62,J,2.3
6203-1/00,Desenvolvimento e licenciamento de programas de computador não customizáveis,62.03-1,62.0,62,J,2.3
6204-0/00,Consultoria em tecnologia da informação,62.04-0,62.0,62,J,2.3
6209-1/00,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",62.09-1,62.0,62,J,2.3
6311-9/00,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",63.11-9,63.1,63,J,2.3
6319-4/00,"Portais, provedores de conteúdo e outros serviços de informação na Internet",63.19-4,63.1,63,J,2.3
6391-7/00,Agências de notícias,63.91-7,63.9,63,J,2.3
6399-2/00,Outras atividades de prestação de serviços de informação não especificadas anteriormente,63.99-2,63.9,63,J,2.3
6410-7/00,Banco Central,64.10-7,64.1,64,K,2.3
6421-2/00,Bancos comerciais,64.21-2,64.2,64,K,2.3
6422-1/00,"Bancos múltiplos, com carteira comercial",64.22-1,64.2,64,K,2.3
6423-9/00,Caixas econômicas,64.23-9,64.2,64,K,2.3
6424-7/01,Bancos cooperativos,64.24-7,64.2,64,K,2.3
6424-7/02,Cooperativas centrais de crédito,64.24-7,64.2,64,K,2.3
6424-7/03,Cooperativas de crédito mútuo,64.24-7,64.2,64,K,2.3
6424-7/04,Cooperativas de crédito rural,64.24-7,64.2,64,K,2.3
6431-0/00,"Bancos múltiplos, sem carteira comercial",64.31-0,64.3,64,K,2.3
6432-8/00,Bancos de investimento,64.32-8,64.3,64,K,2.3
6433-6/00,Bancos de desenvolvimento,64.33-6,64.3,64,K,2.3
6434-4/00,Agências de fomento,64.34-4,64.3,64,K,2.3
6435-2/01,Sociedades de crédito imobiliário,64.35-2,64.3,64,K,2.3
6435-2/02,Associações de poupança e empréstimo,64.35-2,64.3,64,K,2.3
6435-2/03,Companhias hipotecárias,64.35-2,64.3,64,K,2.3
6436-1/00,"Sociedades de crédito, financiamento e investimento - financeiras",64.36-1,64.3,64,K,2.3
6437-9/00,Sociedades de crédito ao microempreendedor,64.37-9,64.3,64,K,2.3
6438-7/01,Bancos de câmbio,64.38-7,64.3,64,K,2.3
6438-7/99,Outras instituições de intermediação não monetária não especificadas anteriormente,64.38-7,64.3,64,K,2.3
6440-9/00,Arrendamento mercantil,64.40-9,64.4,64,K,2.3
6450-6/00,Sociedades de capitalização,64.50-6,64.5,64,K,2.3
6461-1/00,Holdings de instituições financeiras,64.61-1,64.6,64,K,2.3
6462-0/00,Holdings de instituições não financeiras,64.62-0,64.6,64,K,2.3
6463-8/00,"Outras sociedades de participação, exceto holdings",64.63-8,64.6,64,K,2.3
6470-1/01,"Fundos de investimento, exceto previdenciários e imobiliários",64.70-1,64.7,64,K,2.3
6470-1/02,Fundos de investimento previdenciários,64.70-1,64.7,64,K,2.3
6470-1/03,Fundos de investimento imobiliários,64.70-1,64.7,64,K,2.3
6491-3/00,Sociedades de fomento mercantil - factoring,64.91-3,64.9,64,K,2.3
6492-1/00,Securitização de créditos,64.92-1,64.9,64,K,2.3
6493-0/00,Administração de consórcios para aquisição de bens e direitos,64.93-0,64.9,64,K,2.3
6499-9/01,Clubes de investimento,64.99-9,64.9,64,K,2.3
6499-9/02,Sociedades de investimento,64.99-9,64.9,64,K,2.3
6499-9/03,Fundo garantidor de crédito,64.99-9,64.9,64,K,2.3
6499-9/04,Caixas de financiamento de corporações,64.99-9,64.9,64,K,2.3
6499-9/05,Concessão de crédito pelas OSCIP,64.99-9,64.9,64,K,2.3
6499-9/99,Outras atividades de serviços financeiros não especificadas anteriormente,64.99-9,64.9,64,K,2.3
6511-1/01,Sociedade seguradora de seguros vida,65.11-1,65.1,65,K,2.3
6511-1/02,Planos de auxílio-funeral,65.11-1,65.1,65,K,2.3
6512-0/00,Sociedade seguradora de seguros não vida,65.12-0,65.1,65,K,2.3
6520-1/00,Sociedade seguradora de seguros-saúde,65.20-1,65.2,65,K,2.3
6530-8/00,Resseguros,65.30-8,65.3,65,K,2.3
6541-3/00,Previdência complementar fechada,65.41-3,65.4,65,K,2.3
6542-1/00,Previdência complementar aberta,65.42-1,65.4,65,K,2.3
6550-2/00,Planos de saúde,65.50-2,65.5,65,K,2.3
6611-8/01,Bolsa de valores,66.11-8,66.1,66,K,2.3
6611-8/02,Bolsa de mercadorias,66.11-8,66.1,66,K,2.3
6611-8/03,Bolsa de mercadorias e futuros,66.11-8,66.1,66,K,2.3
6611-8/04,Administração de mercados de balcão organizados,66.11-8,66.1,66,K,2.3
6612-6/01,Corretoras de títulos e valores mobiliários,66.12-6,66.1,66,K,2.3
6612-6/02,Distribuidoras de títulos e valores mobiliários,66.12-6,66.1,66,K,2.3
6612-6/03,Corretoras de câmbio,66.12-6,66.1,66,K,2.3
6612-6/04,Corretoras de contratos de mercadorias,66.12-6,66.1,66,K,2.3
6612-6/05,Agentes de investimentos em aplicações financeiras,66.12-6,66.1,66,K,2.3
6613-4/00,Administração de cartões de crédito,66.13-4,66.1,66,K,2.3
6619-3/01,Serviços de liquidação e custódia,66.19-3,66.1,66,K,2.3
6619-3/02,Correspondentes de instituições financeiras,66.19-3,66.1,66,K,2.3
6619-3/03,Representações de bancos estrangeiros,66.19-3,66.1,66,K,2.3
6619-3/04,Caixas eletrônicos,66.19-3,66.1,66,K,2.3
6619-3/05,Operadoras de cartões de débito,66.19-3,66.1,66,K,2.3
6619-3/99,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,66.19-3,66.1,66,K,2.3
6621-5/01,Peritos e avaliadores de seguros,66.21-5,66.2,66,K,2.3
6621-5/02,Auditoria e consultoria atuarial,66.21-5,66.2,66,K,2.3
6622-3/00,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde",66.22-3,66.2,66,K,2.3
6629-1/00,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente",66.29-1,66.2,66,K,2.3
6630-4/00,Atividades de administração de fundos por contrato ou comissão,66.30-4,66.3,66,K,2.3
6810-2/01,Compra e venda de imóveis próprios,68.10-2,68.1,68,L,2.3
6810-2/02,Aluguel de imóveis próprios,68.10-2,68.1,68,L,2.3
6810-2/03,Loteamento de imóveis próprios,68.10-2,68.1,68,L,2.3
6821-8/01,Corretagem na compra e venda e avaliação de imóveis,68.21-8,68.2,68,L,2.3
6821-8/02,Corretagem no aluguel de imóveis,68.21-8,68.2,68,L,2.3
6822-6/00,Gestão e administração da propriedade imobiliária,68.22-6,68.2,68,L,2.3
6911-7/01,Serviços advocatícios,69.11-7,69.1,69,M,2.3
6911-7/02,Atividades auxiliares da justiça,69.11-7,69.1,69,M,2.3
6911-7/03,Agente de propriedade industrial,69.11-7,69.1,69,M,2.3
6912-5/00,Cartórios,69.12-5,69.1,69,M,2.3
6920-6/01,Atividades de contabilidade,69.20-6,69.2,69,M,2.3
6920-6/02,Atividades de consultoria e auditoria contábil e tributária,69.20-6,69.2,69,M,2.3
7020-4/00,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",70.20-4,70.2,70,M,2.3
7111-1/00,Serviços de arquitetura,71.11-1,71.1,71,M,2.3
7112-0/00,Serviços de engenharia,71.12-0,71.1,71,M,2.3
7119-7/01,"Serviços de cartografia, topografia e geodésia",71.19-7,71.1,71,M,2.3
7119-7/02,Atividades de estudos geológicos,71.19-7,71.1,71,M,2.3
7119-7/03,Serviços de desenho técnico relacionados à arquitetura e engenharia,71.19-7,71.1,71,M,2.3
7119-7/04,Serviços de perícia técnica relacionados à segurança do trabalho,71.19-7,71.1,71,M,2.3
7119-7/99,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,71.19-7,71.1,71,M,2.3
7120-1/00,Testes e análises técnicas,71.20-1,71.2,71,M,2.3
7210-0/00,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,72.10-0,72.1,72,M,2.3
7220-7/00,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,72.20-7,72.2,72,M,2.3
7311-4/00,Agências de publicidade,73.11-4,73.1,73,M,2.3
7312-2/00,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação",73.12-2,73.1,73,M,2.3
7319-0/01,Criação de estandes para feiras e exposições,73.19-0,73.1,73,M,2.3
7319-0/02,Promoção de vendas,73.19-0,73.1,73,M,2.3
7319-0/03,Marketing direto,73.19-0,73.1,73,M,2.3
7319-0/04,Consultoria em publicidade,73.19-0,73.1,73,M,2.3
7319-0/99,Outras atividades de publicidade não especificadas anteriormente,73.19-0,73.1,73,M,2.3
7320-3/00,Pesquisas de mercado e de opinião pública,73.20-3,73.2,73,M,2.3
7410-2/02,Design de interiores,74.10-2,74.1,74,M,2.3
7410-2/03,Desing de produto,74.10-2,74.1,74,M,2.3
7410-2/99,Atividades de desing não especificadas anteriormente,74.10-2,74.1,74,M,2.3
7420-0/01,"Atividades de produção de fotografias, exceto aérea e submarina",74.20-0,74.2,74,M,2.3
7420-0/02,Atividades de produção de fotografias aéreas e submarinas,74.20-0,74.2,74,M,2.3
7420-0/03,Laboratórios fotográficos,74.20-0,74.2,74,M,2.3
7420-0/04,Filmagem de festas e eventos,74.20-0,74.2,74,M,2.3
7420-0/05,Serviços de microfilmagem,74.20-0,74.2,74,M,2.3
7490-1/01,"Serviços de tradução, interpretação e similares",74.90-1,74.9,74,M,2.3
7490-1/02,Escafandria e mergulho,74.90-1,74.9,74,M,2.3
7490-1/03,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,74.90-1,74.9,74,M,2.3
7490-1/04,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",74.90-1,74.9,74,M,2.3
7490-1/05,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas",74.90-1,74.9,74,M,2.3
7490-1/99,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente",74.90-1,74.9,74,M,2.3
7500-1/00,Atividades veterinárias,75.00-1,75.0,75,M,2.3
7711-0/00,Locação de automóveis sem condutor,77.11-0,77.1,77,N,2.3
7719-5/01,"Locação de embarcações sem tripulação, exceto para fins
recreativos",77.19-5,77.1,77,N,2.3
7719-5/02,Locação de aeronaves sem tripulação,77.19-5,77.1,77,N,2.3
7719-5/99,"Locação de outros meios de transporte não especificados anteriormente, sem condutor",77.19-5,77.1,77,N,2.3
7721-7/00,Aluguel de equipamentos recreativos e esportivos,77.21-7,77.2,77,N,2.3
7722-5/00,"Aluguel de fitas de vídeo, DVDs e similares",77.22-5,77.2,77,N,2.3
7723-3/00,"Aluguel de objetos do vestuário, jóias e acessórios",77.23-3,77.2,77,N,2.3
7729-2/01,Aluguel de aparelhos de jogos eletrônicos,77.29-2,77.2,77,N,2.3
7729-2/02,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais",77.29-2,77.2,77,N,2.3
7729-2/03,Aluguel de material médico,77.29-2,77.2,77,N,2.3
7729-2/99,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,77.29-2,77.2,77,N,2.3
7731-4/00,Aluguel de máquinas e equipamentos agrícolas sem operador,77.31-4,77.3,77,N,2.3
7732-2/01,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes",77.32-2,77.3,77,N,2.3
7732-2/02,Aluguel de andaimes,77.32-2,77.3,77,N,2.3
7733-1/00,Aluguel de máquinas e equipamentos para escritório,77.33-1,77.3,77,N,2.3
7739-0/01,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador",77.39-0,77.3,77,N,2.3
7739-0/02,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",77.39-0,77.3,77,N,2.3
7739-0/03,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes",77.39-0,77.3,77,N,2.3
7739-0/99,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",77.39-0,77.3,77,N,2.3
7740-3/00,Gestão de ativos intangíveis não financeiros,77.40-3,77.4,77,N,2.3
7810-8/00,Seleção e agenciamento de mão de obra,78.10-8,78.1,78,N,2.3
7820-5/00,Locação de mão de obra temporária,78.20-5,78.2,78,N,2.3
7830-2/00,Fornecimento e gestão de recursos humanos para terceiros,78.30-2,78.3,78,N,2.3
7911-2/00,Agências de viagens,79.11-2,79.1,79,N,2.3
7912-1/00,Operadores turísticos,79.12-1,79.1,79,N,2.3
7990-2/00,Serviços de reservas e outros serviços de turismo não especificados anteriormente,79.90-2,79.9,79,N,2.3
8011-1/01,Atividades de vigilância e segurança privada,80.11-1,80.1,80,N,2.3
8011-1/02,Serviços de adestramento de cães de guarda,80.11-1,80.1,80,N,2.3
8012-9/00,Atividades de transporte de valores,80.12-9,80.1,80,N,2.3
8020-0/01,Atividades de monitoramento de sistemas de segurança eletrônico,80.20-0,80.2,80,N,2.3
8020-0/02,Outras atividades de serviços de segurança,80.20-0,80.2,80,N,2.3
8030-7/00,Atividades de investigação particular,80.30-7,80.3,80,N,2.3
8111-7/00,"Serviços combinados para apoio a edifícios, exceto condomínios prediais",81.11-7,81.1,81,N,2.3
8112-5/00,Condomínios prediais,81.12-5,81.1,81,N,2.3
8121-4/00,Limpeza em prédios e em domicílios,81.21-4,81.2,81,N,2.3
8122-2/00,Imunização e controle de pragas urbanas,81.22-2,81.2,81,N,2.3
8129-0/00,Atividades de limpeza não especificadas anteriormente,81.29-0,81.2,81,N,2.3
8130-3/00,Atividades paisagísticas,81.30-3,81.3,81,N,2.3
8211-3/00,Serviços combinados de escritório e apoio administrativo,82.11-3,82.1,82,N,2.3
8219-9/01,Fotocópias,82.19-9,82.1,82,N,2.3
8219-9/99,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,82.19-9,82.1,82,N,2.3
8220-2/00,Atividades de teleatendimento,82.20-2,82.2,82,N,2.3
8230-0/01,"Serviços de organização de feiras, congressos, exposições e festas",82.30-0,82.3,82,N,2.3
8230-0/02,Casas de festas e eventos,82.30-0,82.3,82,N,2.3
8291-1/00,Atividades de cobrança e informações cadastrais,82.91-1,82.9,82,N,2.3
8292-0/00,Envasamento e empacotamento sob contrato,82.92-0,82.9,82,N,2.3
8299-7/01,"Medição de consumo de energia elétrica, gás e água",82.99-7,82.9,82,N,2.3
8299-7/02,"Emissão de vales-alimentação, vales-transporte e similares",82.99-7,82.9,82,N,2.3
8299-7/03,"Serviços de gravação de carimbos, exceto confecção",82.99-7,82.9,82,N,2.3
8299-7/04,Leiloeiros independentes,82.99-7,82.9,82,N,2.3
8299-7/05,Serviços de levantamento de fundos sob contrato,82.99-7,82.9,82,N,2.3
8299-7/06,Casas lotéricas,82.99-7,82.9,82,N,2.3
8299-7/07,Salas de acesso à Internet,82.99-7,82.9,82,N,2.3
8299-7/99,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,82.99-7,82.9,82,N,2.3
8411-6/00,Administração pública em geral,84.11-6,84.1,84,O,2.3
